Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Twitter,ВКонтакте,YouTube,Skype,Широта,Долгота,2GIS URL
Имрон,шашлычная,Быстрое питание,"Калинина, 82/1",,660061,,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+07:00,89293017097,,,,,,,,,,,56.040084,92.785579,https://2gis.com/firm/70000001057410567
Шаурма,кафе быстрого питания,Быстрое питание; Доставка готовых блюд,"проспект Металлургов, 12/2",,660112,Зелёная Роща,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+07:00,89538404394,,,,,,,,,,,56.055891,92.961395,https://2gis.com/firm/70000001062181783
Столовая,,Быстрое питание; Столовые,"Маерчака, 3",103 офис; 1 этаж,660075,,Железнодорожный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-16:00; Вт: 10:00-16:00; Ср: 10:00-16:00; Чт: 10:00-16:00; Пт: 10:00-16:00,+07:00,,,,,,,,,,,,56.016966,92.838076,https://2gis.com/firm/70000001021757133
Dикий grill,,Быстрое питание; Доставка готовых блюд,"проспект Металлургов, 9/1",,660055,Зелёная Роща,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 11:00-22:00; Вт: 11:00-22:00; Ср: 11:00-22:00; Чт: 11:00-22:00; Пт: 11:00-22:00; Сб: 11:00-22:00; Вс: 11:00-22:00,+07:00,89233158181,89233168181,,dikii_grill_krsk@mail.ru,,,,,,,,56.060323,92.970536,https://2gis.com/firm/70000001050332238
Большой папа,кафе быстрого питания,Быстрое питание; Доставка готовых блюд,"9 Мая, 46/6",,660125,2-й микрорайон жилмассива Северный,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+07:00,83912140915,,,,,http://bigpap.ru,,,,,,56.059201,92.914409,https://2gis.com/firm/70000001030746574
Суши Аист,служба доставки суши и роллов,Доставка готовых блюд; Быстрое питание,"Чернышевского, 75",,660043,Покровский,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,+07:00,83912711012,,,,,http://Sushi-aist.ru,,,,,,56.038838,92.871141,https://2gis.com/firm/70000001062510345
Chicken & шаверма,кафе быстрого питания,Быстрое питание,"Полтавская, 38/5",,660012,Пашенный,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+07:00,,,,,,,,,,,,55.985241,92.857911,https://2gis.com/firm/70000001045519851
Киоск по продаже фастфудной продукции,,Быстрое питание,"Карла Маркса, 151/3 киоск",,660017,,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00,+07:00,,,,,,,,,,,,56.007055,92.852683,https://2gis.com/firm/985690700361026
Хрю муу,магазин быстрого питания,Быстрое питание,"Свободный проспект, 82 ст1/1 киоск",,660041,,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+07:00,89504161635,,,,,,,,,,,56.002866,92.763918,https://2gis.com/firm/70000001034712892
Сушиwok,суши-бар,Доставка готовых блюд; Быстрое питание,"78 Добровольческой Бригады, 11",,660077,Взлётка,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+07:00,89131962030,,,,,http://sushiwok.ru,,,https://vk.com/sushiwok,,,56.042749,92.909411,https://2gis.com/firm/70000001050206192
KFC,сеть ресторанов быстрого обслуживания,Быстрое питание; Доставка готовых блюд,"9 Мая, 77",1 этаж,660125,Взлётка,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+07:00,84952408424,,,,,http://kfc.ru/?utm_source=2gis_mgcom&utm_medium,,,https://vk.com/kfcrussia,,,56.050779,92.90394,https://2gis.com/firm/985690699607293
ШаурШеф,точка быстрого питания,Быстрое питание,"Академика Вавилова, 1 ст39",1 этаж,660064,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+07:00,89535868608,89676197111,,,,http://www.shaurshef.ru,http://www.шауршеф.рф,,,,,55.991753,92.910039,https://2gis.com/firm/70000001037001923
Киоск по продаже фастфудной продукции,,Быстрое питание,"Карла Маркса, 151/4 киоск",,660017,,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00,+07:00,,,,,,,,,,,,56.006833,92.853404,https://2gis.com/firm/985690700361027
Киоск по продаже фастфудной продукции,,Быстрое питание,"Карла Маркса, 151/7 киоск",,660017,,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00,+07:00,,,,,,,,,,,,56.008574,92.852891,https://2gis.com/firm/985690700361030
DёnDёner,кафе быстрого питания,Быстрое питание; Доставка готовых блюд,"Свердловская, 8Б",1 павильон,660006,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+07:00,89233627885,,,kitus99@mail.ru,,,,,https://vk.com/dener24,,,55.976418,92.808555,https://2gis.com/firm/70000001031893686
Киоск по продаже шаурмы,,Быстрое питание,"Железнодорожников, 9/1",,660075,,Железнодорожный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-22:30; Вт: 09:00-22:30; Ср: 09:00-22:30; Чт: 09:00-22:30; Пт: 09:00-22:30; Сб: 09:00-22:30; Вс: 09:00-22:30,+07:00,89293553563,,,,,,,,,,,56.016424,92.843062,https://2gis.com/firm/70000001063575899
Маяк,бистро,Кафе; Быстрое питание; Столовые,"Брянская, 140а",,660075,,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-16:30; Вт: 08:00-16:30; Ср: 08:00-16:30; Чт: 08:00-16:30; Пт: 08:00-16:00,+07:00,89029148616,,,,,,,,,,,56.025905,92.842904,https://2gis.com/firm/70000001047325987
Евгения,пельменная,Быстрое питание,"проспект им. газеты Красноярский Рабочий, 66",1 этаж,660037,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00,+07:00,83912647550,,,,,,,,,,,56.011786,92.968374,https://2gis.com/firm/985690699473330
Троя,кафе быстрого питания,Быстрое питание,"Академика Киренского, 89/3",,660028,,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+07:00,89131763717,,,,,,,,,,,56.019154,92.798626,https://2gis.com/firm/70000001044572020
DёnDёner,кафе быстрого питания,Быстрое питание; Доставка готовых блюд,"60 лет Октября, 48 киоск",,660078,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+07:00,89339982367,,,kitus99@mail.ru,,,,,https://vk.com/dener24,,,55.977166,92.855665,https://2gis.com/firm/70000001036888309
Блинная №1,,Быстрое питание; Доставка готовых блюд,"проспект Мира, 16",1 этаж,660049,,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-20:30; Вт: 09:00-20:30; Ср: 09:00-20:30; Чт: 09:00-20:30; Пт: 09:00-20:30; Сб: 09:00-20:30; Вс: 09:00-20:30,+07:00,89504359309,,,,,,,,,,,56.013108,92.888933,https://2gis.com/firm/70000001037086647
Кофе & Блин,кофейня,Быстрое питание,"Полтавская, 38/6",,660012,Пашенный,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,,,,,,,,,,,,55.985241,92.858011,https://2gis.com/firm/70000001051828105
Суши LeveL,,Доставка готовых блюд; Быстрое питание,"Норильская, 5",,660115,Мясокомбинат м-н,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+07:00,83912142114,,,,,http://суши-левел.рф,,,,,,56.056764,92.72487,https://2gis.com/firm/70000001046186304
Победа,чебуречная,Быстрое питание,"9 Мая, 46/6",,660125,2-й микрорайон жилмассива Северный,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+07:00,89069111879,,,,,,,,https://vk.com/chepobeda,,,56.059164,92.914337,https://2gis.com/firm/70000001029311578
